FSC-A,FSC-H,SSC-A,FITC-A,PE-A,PerCP-Cy5.5-A,PE-Cy7-A,APC-A,APC-R700-A,APC-Cy7-A,V450-A,V500-C-A,Population
109668,73638,92915,725,25288,808,-147,1622,33,139,707,5858,Segmented Neutrophils
50204,33449,19028,8458,61,860,603,373,-36,-7,239,1406,Erythroid Precursors
219003,98835,151779,9274,6781,341,3027,7955,-278,59,490,2185,Promyelocytes
68525,52762,15011,957,14,143,53,28,-14,31,456,11504,T and NK Cells
159220,103673,169432,907,2646,888,38,1336,30,176,1479,5830,Eosinophils
92022,50369,82894,4473,2807,418,160,14930,227,496,16653,6224,Monoblasts and Promonocytes
175966,97804,47039,127938,-277,135,277,-38,10,1852,248,918,Plasma Cells
37558,31137,6330,129,13,0,1,-15,-10,0,99,46,Erythroid Cells
81796,43277,48888,3226,25322,920,10113,2991,2714,-193,5782,1643,Promyelocytes
152641,95779,109168,1558,409,833,98,3641,163,25,535,1860,"Myelocyte, Metamyelocytes and Band Cells"
69627,40119,45604,12930,259,12273,5201,2330,40,-23,70685,5967,Residual Leukemic Cells
94119,55021,43513,122882,-13,744,-40,192,-64,2183,206,7419,Plasma Cells
96818,58324,32373,4684,1139,10390,757,1178,-20,55,4528,1318,Plasmacytoid Dendritic Cells
118443,66739,88240,7042,13235,613,1343,2338,100,195,338,1955,Promyelocytes
45113,30548,16120,3964,223,8548,2812,5638,52,59,6911,2271,Residual Leukemic Cells
56626,39395,31461,18287,225,-107,192,1805,-7,-14,90,2370,Basophils
21243,15895,4493,83,13,-9,9,-18,45,-5,33,-3,Erythroid Cells
88418,56013,23105,866,10,57,6,63,680,9,16005,4205,Plasmacytoid Dendritic Cells
116848,78279,67670,822,286,493,123,2348,335,122,240,1062,"Myelocyte, Metamyelocytes and Band Cells"
59925,42701,14431,9680,3758,391,12,2404,115,77,134,2091,Basophils
95494,57140,134505,10228,55789,969,2482,6456,172,183,1693,1984,Promyelocytes
134907,86726,200031,1476,5349,1048,74,1898,-24,165,722,4828,Eosinophils
22857,15766,7344,693,-47,24,14,0,19,1148,23324,4359,Mast Cells
40307,30649,7965,11424,35,105,-57,1,36,2989,18852,4185,B Cell Precursors
139656,94802,140956,1811,3610,1649,299,376,9,128,1486,5382,Eosinophils
235212,123893,100275,3697,39542,3348,126385,18735,-188,-570,13453,16012,Mast Cells
70847,54826,13837,3631,3265,275,294,3458,13,121,21,2835,Basophils
58347,44426,17682,9366,23229,1136,796,5089,3852,596,2249,5089,Basophils
45987,32724,13022,3072,68,124,-20,56,27,1381,6804,6000,B Cell Precursors
25982,19036,7086,608,367,51,-15,66,26,57,141,2316,T and NK Cells
47028,33205,14828,6465,7148,-223,2714,310,44,-118,38,1309,Mast Cells
133175,73190,97967,9181,23414,306,5697,5089,-79,76,208,716,Promyelocytes
30770,24422,4205,141,21,58,39,15,14,-4,77,53,Erythroid Cells
78060,56398,57378,681,264,307,140,1752,152,-61,362,1405,"Myelocyte, Metamyelocytes and Band Cells"
149868,75946,262143,3991,5244,2199,498,6664,511,317,2371,7041,Eosinophils
106645,62080,87358,5859,41895,620,12043,2185,3801,125,3895,2308,Promyelocytes
73213,48839,27306,3741,3811,14952,7434,9577,-260,-191,29487,1847,Normal Myeloid Precursors
60084,42828,18926,8747,4476,104,330,2375,107,52,457,3447,Basophils
61556,41756,10664,403,35,167,116,-30,24,9,-128,196,Erythroid Cells
49794,37491,11751,1544,18,69,-47,-4,10,1732,19037,5790,Mature B Cells
68761,48635,16611,397,12,48,-34,1,-51,30,352,3643,T and NK Cells
85396,57205,27611,1805,91,157,-80,198,-12,54,12572,5835,Plasmacytoid Dendritic Cells
78778,41379,33434,7105,309,665,8258,564,8,41,7606,1508,Erythroid Precursors
45595,33605,9684,17393,-69,-37,-49,-33,67,3496,3809,8587,B Cell Precursors
28304,22052,4426,95,83,51,-2,-17,21,6,10,188,Erythroid Cells
94887,48161,74113,12989,26563,264,1332,1431,1,52,2349,1548,Promyelocytes
152689,110503,220248,2481,3798,1591,182,634,85,106,1220,5237,Eosinophils
102080,57708,62274,2354,62845,-253,192,9972,-119,68,816,1348,Mature Monocytes
65219,36746,29456,11824,251,3732,8348,5499,-29,224,16042,2064,Plasmacytoid Dendritic Cells
68223,43724,41261,1722,134,270,-28,6601,54,164,2172,3284,Monoblasts and Promonocytes
73715,52105,24130,88,4141,25,2041,876,-38,-39,-91,5116,Basophils
36272,27182,6842,609,88,58,100,-1,69,1646,7770,4756,Mature B Cells
37647,25914,16267,957,3657,9451,8710,6295,13,94,1156,1761,Residual Leukemic Cells
50278,39584,6811,177,17,58,-28,5,12,-45,65,2,Erythroid Cells
104279,64452,70174,2925,1410,3025,358,4917,786,845,3235,2076,Mature Monocytes
99992,65845,82772,865,6290,244,-102,497,26,17,158,2050,"Myelocyte, Metamyelocytes and Band Cells"
74198,41314,58781,7560,29274,469,10059,954,-37,6,14058,1205,Promyelocytes
115053,65560,88860,5723,2167,102,874,6692,-203,54,254,1674,Promyelocytes
89607,55089,72170,744,7829,170,120,775,79,23,84,1700,Segmented Neutrophils
146426,90610,221938,1876,9798,1043,0,677,39,89,1291,8107,Eosinophils
99604,66929,36360,9270,3909,8923,8358,3905,-61,155,24965,1950,Monoblasts and Promonocytes
24744,18354,5604,119,86,9,19,24,28,-9,31,133,Erythroid Cells
136004,67743,125633,3590,9909,338,2261,1664,51,-56,337,1908,Promyelocytes
78438,49140,26490,36560,92,215,51,72,-48,2520,162,971,Plasma Cells
123974,71667,132853,969,9116,631,129,385,187,18,217,4236,Segmented Neutrophils
69755,48009,21986,-7,4652,130,117039,6394,169,-1446,-192,802,Mast Cells
51096,38275,12776,3598,73,34,-29,30,25,1753,21038,8473,Mature B Cells
36701,27838,9110,1540,406,80,109,4,65,995,10500,2798,Mature B Cells
111869,68176,31997,6882,215,215,-56,4431,-123,40,6752,3451,Monoblasts and Promonocytes
126513,76726,30395,11891,932,2224,1414,2840,1634,82,50281,3407,Monoblasts and Promonocytes
31909,21231,14219,3585,331,834,680,5393,-15,126,334,1445,Basophils
145564,89164,262143,2415,20310,1913,196,3325,338,148,2220,6955,Eosinophils
60229,45976,15105,19644,697,43,514,1487,10,45,-112,2834,Basophils
83440,52790,49363,6230,130,207,75,1533,105,106,17940,1507,Monoblasts and Promonocytes
89011,54607,45392,2321,5735,303,120,6157,65,55,2468,2379,Mature Monocytes
93591,60058,90815,868,5512,110,273,707,79,10,462,6329,Segmented Neutrophils
95364,61545,54413,742,118,92,116,1431,67,26,110,293,"Myelocyte, Metamyelocytes and Band Cells"
58215,44123,12307,189,2780,-13,-1,430,-12,56,3287,3885,Mature Monocytes
79276,52542,45467,3788,21663,-542,217,9596,50,18,11933,4922,Mature Monocytes
76908,50858,76708,5705,10287,539,335,1568,-86,15,456,494,Promyelocytes
101499,63373,81792,820,8710,266,263,1577,-5,-16,115,3944,Segmented Neutrophils
81951,56718,15620,8932,549,1547,-213,2113,-15,-23,11718,2499,Plasmacytoid Dendritic Cells
78963,59288,13130,3241,159,88,274,902,-13,33,34,2116,Basophils
114605,68300,66145,1071,233,313,36,1714,49,-5,311,663,"Myelocyte, Metamyelocytes and Band Cells"
71643,45959,26939,5853,206,2469,3511,1544,-46,-1,15657,1735,Plasmacytoid Dendritic Cells
37579,26959,13357,807,-2,237,96,-38,24,2068,29379,8725,Mast Cells
74076,43732,32848,10189,11848,12268,14756,6606,-64,-128,19260,1168,Normal Myeloid Precursors
98504,55704,65053,8134,318,279,-63,7144,55,159,14919,2397,Monoblasts and Promonocytes
112874,70809,45737,22285,5328,7037,7096,876,155,71,25000,2467,Residual Leukemic Cells
57696,42885,17914,2978,4104,237,217,2273,37,-48,40,2327,Basophils
112017,56492,113523,8028,28012,53,1992,3123,140,46,780,2194,Promyelocytes
85959,54000,88099,7329,15183,-110,435,4544,122,181,459,1302,Promyelocytes
69329,44083,30227,6369,2,447,122,816,-75,-62,14732,4377,Plasmacytoid Dendritic Cells
16857,11967,8736,540,58,104,-40,19,104,3276,4808,4523,Mature B Cells
170403,101041,35127,2211,6428,196,266,2267,151,95,4586,8501,Mature Monocytes
101224,65337,33969,2423,32499,1997,394,11176,284,73,4209,3175,Mature Monocytes
70143,41020,16436,12119,713,1047,2131,2207,96,75,871,1028,Residual Leukemic Cells
80106,60061,30606,5306,19691,278,745,889,17,19,99,3491,Basophils
83915,47857,71984,503,937,386,74,1718,55,3,207,1123,"Myelocyte, Metamyelocytes and Band Cells"
54304,35399,37574,2582,5379,222,43,9472,591,-65,174,4031,Mature Monocytes
74143,46543,38143,4979,9109,354,3,7111,2661,313,9719,6679,Mature Monocytes
43377,30951,9535,453,45,97,75,-8,30,3088,8254,5556,Mature B Cells
121667,70749,117536,897,3539,269,123,839,101,78,433,2728,"Myelocyte, Metamyelocytes and Band Cells"
62934,50520,22243,5373,3731,232,396,2156,107,100,186,2497,Basophils
74584,38624,42576,5987,15620,204,-50,7205,-194,-24,6458,8432,Mature Monocytes
158397,90549,190045,1303,7180,1053,79,645,253,207,3464,6781,Eosinophils
73871,47673,32179,9360,50,179,178,27,3325,67,51,4099,T and NK Cells
82273,48302,65882,5920,4399,14665,4617,6995,-873,-21,32394,1636,Normal Myeloid Precursors
59854,41270,14874,3185,1323,26609,-1363,1575,-122,-224,5697,2478,Normal Myeloid Precursors
85560,50124,57904,342,4042,1484,24333,7050,-14,-750,393,1556,Mast Cells
90529,57153,28084,971,159,111,1564,-9,60,-28,767,551,Erythroid Precursors
77875,51343,31014,4231,451,251,8507,36,32,-86,1353,717,Erythroid Precursors
103684,65032,27050,20888,37,3282,2645,1019,159,-10,36021,1861,Plasmacytoid Dendritic Cells
94473,56978,35426,55253,-68,13,33,7,-8,1604,189,2666,Plasma Cells
135452,78641,36304,6248,1822,19578,3870,1649,-85,-114,36960,2711,Normal Myeloid Precursors
167557,93600,148239,4628,3679,302,503,3501,57,-38,353,2390,Promyelocytes
75720,47197,17940,1671,91,540,28,332,35,-27,3593,2392,Plasmacytoid Dendritic Cells
101673,64746,26258,95285,1921,-61,36,-27,187,145,34,3447,Plasma Cells
37749,31397,6917,107,15,44,-42,45,6,15,172,1,Erythroid Cells
139259,77342,133392,2391,1527,551,-5,4315,97,48,296,3641,"Myelocyte, Metamyelocytes and Band Cells"
103691,61882,43895,9159,12618,179,736,3673,11,-18,2519,819,Residual Leukemic Cells
89191,62441,52998,560,242,652,105,1631,41,155,224,1502,"Myelocyte, Metamyelocytes and Band Cells"
53627,40275,12093,1335,27,-16,32,-6,43,872,41483,9478,Mast Cells
111628,68707,62460,1373,232,234,4189,54,86,-124,550,647,Erythroid Precursors
41538,34909,5753,98,33,89,-8,35,-17,22,34,178,Erythroid Cells
61995,47558,14457,221,74,505,97,102,-36,25,424,12527,T and NK Cells
52456,39246,10407,12,0,42,22,-5,-21,857,3566,3420,Mature B Cells
152195,95828,92965,9900,13637,51368,1358,11996,-3732,-715,32614,2445,Normal Myeloid Precursors
106933,62033,90932,997,3041,355,-103,2232,51,140,479,2313,"Myelocyte, Metamyelocytes and Band Cells"
32896,22534,8949,1065,74,49,43,55,44,1921,10192,3451,Mature B Cells
98067,62525,36504,5381,177,370,-46,7099,85,6,2581,5931,Monoblasts and Promonocytes
106974,53938,77354,4433,6296,324,2624,3064,23,12,562,1619,Promyelocytes
52653,32282,21404,11886,4030,29951,5260,682,-64,-83,10169,1503,Normal Myeloid Precursors
57801,42310,18180,219,5,-16,-66,46,-15,2358,16177,10395,Mature B Cells
81461,52149,24173,1030,110,101,1577,-47,-2,-18,52,266,Erythroid Precursors
59512,42953,14126,962,2120,18729,2266,316,105,-203,1742,799,Normal Myeloid Precursors
51700,31961,50180,3175,32770,19,1793,1552,74,-13,1568,1065,Promyelocytes
32951,24030,6591,109,50,87,-27,18,8,14,93,32,Erythroid Cells
86925,52718,41811,17662,3302,4260,4155,6064,-96,42,17513,1878,Normal Myeloid Precursors
110207,65497,38423,1180,152,324,2476,6,30,-26,561,402,Erythroid Precursors
86417,43091,79566,4042,33477,615,3358,3687,44,173,5173,1120,Promyelocytes
47762,32033,19652,5585,1562,1123,27639,4943,706,251,497,2515,Mast Cells
36201,26630,13333,664,34,65,14,63,-52,887,5496,7429,Mast Cells
52474,29388,21099,4939,1774,10002,9025,937,-3,-228,2040,788,Residual Leukemic Cells
18044,13242,6464,14218,485,821,-73,15,41,257,15589,1123,B Cell Precursors
91438,63140,22368,85612,1377,245,-14,25,-3,371,472,3996,Plasma Cells
157999,87896,47850,216509,-1094,632,272,-15,92,1773,313,5907,Plasma Cells
180026,115867,32902,3152,1049,183,143823,10063,-349,-743,191,2599,Mast Cells
81522,60427,20822,14227,5242,419,383,5715,-19,26,-9,3202,Basophils
31119,22660,9453,728,0,34,144,11,19,1930,47574,6201,Mast Cells
74858,54341,11660,9821,16273,1132,-117,1884,-28,80,135,2195,Basophils
147135,93515,36169,1804,10970,495,-29,3357,51,182,13882,11633,Mature Monocytes
77480,51338,19906,5642,514,666,87,1410,39,-1,5010,2291,Plasmacytoid Dendritic Cells
109658,69625,81663,608,316,261,4,2348,-119,65,158,1996,"Myelocyte, Metamyelocytes and Band Cells"
29783,22822,5154,162,82,48,0,-30,62,1024,2848,1788,Mature B Cells
87089,50450,62269,5398,168,231,156,9131,70,207,14299,3454,Monoblasts and Promonocytes
69281,44105,38836,7086,983,22128,7534,2760,-205,-34,8831,1671,Normal Myeloid Precursors
40569,32413,13185,130,16,162,-35,-1,-29,-24,143,20,Erythroid Cells
108955,67128,78205,6610,11243,34574,8160,11054,-2198,-126,18409,891,Normal Myeloid Precursors
36659,23557,10095,10081,2062,823,11213,243,114,-60,242,542,Mast Cells
86858,54009,37647,2393,15781,-302,97,1690,71,44,6785,5730,Mature Monocytes
177723,97351,167967,1511,5183,588,-4,3232,172,63,744,1845,Eosinophils
153084,95446,76589,1075,426,396,-22,2465,177,42,477,880,"Myelocyte, Metamyelocytes and Band Cells"
121048,78576,107180,772,11428,1098,-209,1133,-28,34,863,6046,Segmented Neutrophils
115461,70677,32618,151969,-239,500,-84,-100,-2,1245,-230,7417,Plasma Cells
22385,17819,8706,167,57,18,168,23,10,24,-34,179,Erythroid Cells
46825,34823,13724,19904,-35,74,-105,21,-23,2811,4687,6623,B Cell Precursors
147853,89514,98649,1084,1692,203,-63,378,128,10,595,1698,"Myelocyte, Metamyelocytes and Band Cells"
58203,38336,29391,8704,4784,10460,4063,3770,118,-126,22848,973,Normal Myeloid Precursors
38435,27859,7009,1507,-4,-4,-15,8,6,42,-3,2587,T and NK Cells
21245,17397,5042,203,69,149,-18,-41,-1,-9,-52,143,Erythroid Cells
49518,34622,12952,6757,-35,55,-26,-17,-20,623,14738,7548,B Cell Precursors
116943,68223,74478,8754,31324,2143,3831,3762,386,284,2068,2651,Promyelocytes
178803,98941,90929,2424,480,506,212,5106,219,206,367,1122,"Myelocyte, Metamyelocytes and Band Cells"
88868,60734,19830,8758,697,563,54451,2331,81,-156,-84,1528,Mast Cells
101267,64035,50287,2250,9248,816,433,15659,1988,508,3730,8324,Mature Monocytes
44129,33261,7428,286,56,87,69,-4,22,-26,21,241,Erythroid Cells
53468,36575,14086,13327,5,283,-175,6,2,4885,18461,2548,B Cell Precursors
76408,54280,25048,7950,1244,11745,2367,204,-7,-15,11978,1158,Plasmacytoid Dendritic Cells
82923,47621,44311,7589,25,91,49,9866,-281,154,5645,9298,Mature Monocytes
91256,56340,31384,488,91,366,1553,-7,48,-51,38,419,Erythroid Precursors
71476,45728,39576,3622,321,76,-9,5625,-90,132,1974,3163,Mature Monocytes
133057,84300,108176,1296,13284,879,195,639,88,-95,1395,8456,Segmented Neutrophils
48504,34423,12457,4973,3983,24,-19,3203,76,74,9,2403,Basophils
128634,75491,128043,2641,394,573,-25,2491,208,55,803,3016,"Myelocyte, Metamyelocytes and Band Cells"
97509,62867,102505,1264,4355,2000,77407,16374,1444,2092,570,2528,Mast Cells
80288,55658,21826,4566,34565,494,-37,3620,-87,42,150,3044,Basophils
68996,42630,34107,9202,764,1969,9762,249,1,-155,1393,929,Erythroid Precursors
39102,25199,11182,11083,138,3184,82,44,133,499,23235,1221,B Cell Precursors
38150,25488,11111,2299,-14,146,11,19,-16,722,10868,11563,Mature B Cells
74536,41283,28350,3742,120,91,6737,469,22,-94,795,810,Erythroid Precursors
33630,23393,8491,395,115,58,41,-3,6,30,9,575,Erythroid Cells
59134,30162,41651,6183,30821,1646,5306,5475,79,174,2325,1419,Promyelocytes
86735,54064,47542,1519,21663,278,93,9990,-111,142,17074,3221,Mature Monocytes
69466,38555,29521,1497,282,331,1992,39,65,46,570,1169,Erythroid Precursors
70055,46580,13675,4849,21652,503,338,2188,42,56,306,2231,Basophils
87859,51395,25889,2536,111,600,4890,4,11,-2,609,685,Erythroid Precursors
137266,87160,65588,8139,24734,750,4510,5154,57,-78,4500,2251,Promyelocytes
36436,25548,10605,1066,33,49,-1,33,39,1680,19385,6498,Mast Cells
86162,58698,54757,1077,382,210,61,3085,74,16,274,2946,"Myelocyte, Metamyelocytes and Band Cells"
93198,58524,27831,4086,3709,19664,13872,1183,130,-419,25554,1275,Normal Myeloid Precursors
95148,65050,44125,1791,4576,-14,25,1137,9,2,966,3473,Mature Monocytes
95287,59503,89065,970,2469,210,176,2768,2,145,417,2063,"Myelocyte, Metamyelocytes and Band Cells"
79759,47960,34939,5715,27550,6399,12542,1613,-35,-78,26314,695,Residual Leukemic Cells
83951,56982,66460,1110,643,205,-20,3279,310,51,534,2045,"Myelocyte, Metamyelocytes and Band Cells"
85786,57703,19511,969,-21,239,13,94,-12,36,15212,5616,Plasmacytoid Dendritic Cells
103765,70777,45597,840,400,279,-7,3613,3,-14,329,1808,"Myelocyte, Metamyelocytes and Band Cells"
150158,97014,54143,2123,173,459,29,1901,4,113,271,558,"Myelocyte, Metamyelocytes and Band Cells"
83653,51039,42984,3047,25468,-327,-64,11096,233,-32,1612,6136,Mature Monocytes
42838,28839,18733,3212,47,255,-23,83,-19,8723,26062,8301,Mast Cells
31371,22119,5593,12431,-119,2160,6,118,33,794,1945,838,B Cell Precursors
147927,88796,149002,1230,13816,667,36,1279,127,-42,28,1374,Segmented Neutrophils
53319,32765,38847,3394,460,358,403,8517,2526,-231,4760,4924,Monoblasts and Promonocytes
71064,52459,13027,5750,25741,994,-21,2472,58,24,297,2234,Basophils
38339,32009,5531,201,0,82,-22,14,3,66,147,53,Erythroid Cells
72246,54181,19681,291,56,65,-12,45,-26,3391,8184,9350,Mature B Cells
31156,20015,13961,10239,3323,112,817,1201,7,82,202,1776,Basophils
80126,65489,14432,6786,14684,294,-18,2498,31,45,51,3610,Basophils
55016,39149,13969,1479,1740,40013,-926,654,-247,1,304,1290,Normal Myeloid Precursors
158858,94981,175102,1165,11560,1039,723,1441,342,29,1476,10641,Eosinophils
47030,38555,8042,142,11,92,-5,35,-36,80,-15,-18,Erythroid Cells
99912,80538,17248,293,4,144,-8,34,-2,27,25,4132,T and NK Cells
56722,41215,16296,16093,12558,247,2637,1061,8,129,52,1157,Mast Cells
42242,29575,11406,1888,3,174,86,46,46,2378,21091,8692,Mast Cells
128832,80662,104089,1868,1835,544,126,2831,102,118,602,3430,"Myelocyte, Metamyelocytes and Band Cells"
38672,29779,9953,424,-2,-9,26,31,52,1432,31843,7429,Mature B Cells
19918,14466,4624,9606,79,105,95,49,25,807,7667,1936,B Cell Precursors
71926,62246,4822,105,-35,328,-42,-24,22,-46,84,115,Erythroid Cells
86430,55463,51390,9218,545,1615,355,1740,8807,142,78789,2750,Monoblasts and Promonocytes
54924,43393,12397,11687,-124,-2,39,-29,33,-22,5280,5304,T and NK Cells
49849,36387,14341,4394,1139,76,11085,2895,43,15,4,1697,Mast Cells
71038,43596,25705,32337,-74,50,175,-9,24,412,10161,6259,Plasma Cells
44639,36005,9046,3722,-15,-45,170,-28,-4,-32,139,7346,T and NK Cells
91400,67231,33783,2754,1418,418,11,4063,1268,195,3859,5949,Monoblasts and Promonocytes
183490,101814,137626,1987,422,619,13,2646,147,211,1211,2562,"Myelocyte, Metamyelocytes and Band Cells"
78920,48134,22859,34785,-45,21,78,9,-9,100,72585,6314,Plasma Cells
128630,85969,31329,2058,12310,-146,64628,12620,162,364,1439,3517,Mast Cells
29009,20895,5986,584,81,109,-59,14,45,1410,3045,2424,Mature B Cells
54234,33870,23885,6000,4921,18846,8282,1608,24,-269,5233,1024,Residual Leukemic Cells
40083,29947,6480,8615,363,763,15,180,-7,634,1214,968,B Cell Precursors
80206,40078,75463,12336,25923,-120,6583,3693,20,-75,3231,486,Promyelocytes
74323,52403,29875,17760,6919,526,27,2742,-17,155,152,3436,Basophils
77310,43928,57059,5507,22175,1174,103,10738,-145,-37,1127,5595,Mature Monocytes
84193,51617,28560,86148,-428,-224,133,23,0,1682,7467,8918,Plasma Cells
35019,25964,5903,248,120,62,45,-7,-1,73,-47,59,Erythroid Cells
102003,66239,90079,476,8720,44,123,2126,60,-118,150,3263,Segmented Neutrophils
68214,45501,37187,7671,3659,19816,8099,1356,61,20,2783,977,Residual Leukemic Cells
66481,48335,15465,5057,-6,117,-55,2,423,-51,23132,5501,T and NK Cells
54180,38676,18777,1827,3420,25112,3195,3815,-1284,36,19035,1226,Normal Myeloid Precursors
36313,27566,4935,10476,122,68,91,22,18,2818,11375,2162,B Cell Precursors
126710,76172,38103,246980,-1172,-286,-113,-58,58,1616,3823,8415,Plasma Cells
63409,48545,11447,572,24,89,56,-5,15,-25,691,7667,T and NK Cells
44626,32140,9185,177,80,0,-23,16,4,58,145,225,Erythroid Cells
